sample_name	mean_count	feature_frequency
KH20-09976	2.558810865950837	0.00020501169129677347
550044028	2.301477907182376	0.0002501073693252154
860011242	1.5737997123685126	0.00023706285931520752
1024	2.06272126233322	0.0003733299004147088
INCOV045-BL-3	1.2241739224487589	0.0001535882321129198
712387BW	1.332666228982742	0.00015034641161991316
KH20-09696	1.406451813697266	0.00027543922441294097
BS-GIGI_49-replacement	1.3019647426116758	0.0003826201262881153
860011211	1.7166524348565089	0.00016469686244363898
550043940	1.2806148396261159	0.000319169457938025
BS-HS-219	1.9634134599955069	0.0003514233447799994
ADIRP0002576	1.3437680384955675	0.0001900580004587607
1129-LVM-668	2.2240670893653127	0.00027837669772010065
KH20-11299	2.562397364993677	0.00025859302742596124
KH20-09723	2.014154967957753	0.00021800003758621337
ADIRP0002668	1.861550706326602	0.0002202140037547023
KH20-11684	1.5109969009751214	0.00021427726198433537
1011-BE-471	1.6612310737984382	0.00031895003116178466
BS-GIGI_85-replacement	1.2745080420522958	0.00042007368137298947
860011328	1.8953176401437226	0.00034413780680880916
550042567	3.929818288618457	0.00035116394887052906
INCOV050-BL-3	1.7165224312179088	0.00018553786600444981
KH20-09709	2.0245696487666507	0.000246113629411274
KH20-11671	3.8516667807515916	0.0003498604361086393
550042377	1.3166653145661786	0.0003143633634851742
BS-HS-0188	1.6896729273615936	0.0003327595216870062
550043156	3.781948779340716	0.00038907178588225234
KHBR20-00104	1.356624724832869	8.874393820010235e-05
BS-HS-15	2.5812825103556407	0.000265909548377528
860011125	8.323757989306744	0.0002844225448400849
INCOV029-AC-3	1.6955113755898175	0.00020925374928620804
BS-EQ-16-T2-replacement	1.4150527258942724	0.0003437521538355503
INCOV005-CV-3	2.447063994374121	0.0002777777777777778
KH20-09983	4.2743012260239235	0.0002863705515616144
860011351	1.3732551730504503	0.00018381604276913302
1321-CF-243	2.6963357486720376	0.0003093245347687888
KH20-11306	2.8559533721898416	0.00036711831049882673
KHBR20-00188	2.186607799852833	0.00033306223616436233
KHBR20-00157	1.7509014517292196	0.0003982065029943875
ADIRP0002436	1.852646241084871	0.0001876435486884183
INCOV081-AC-3	1.3241358395636589	0.00010317665477113694
BS-HS-46	1.7327109266943292	0.0003021829334295508
ADIRP0001207	1.8692342856293367	0.0002482634565854855
860011124	1.3580359421135129	0.0003572339882623118
ADIRP0002464	1.686811635131319	0.00030535159559446484
KHBR20-00105	1.3547353455818023	0.00033355205599300085
INCOV024-CV-3	1.5774621296255165	0.0002339596937793375
KH20-11670	4.10266818501305	0.00025935390365765287
860011303	1.8297901266037897	0.000237488316764381
ADIRP0000923	1.8194703214993662	8.741481840688088e-05
KH20-09708	2.350074380274088	0.0002810652835007438
BS-HS-47	1.656530500091592	0.00035171276790620993
BS-EQ-18-T1-replacement	1.6161096829477293	0.0004692536826212919
KHBR20-00156	1.8233908095899931	0.0002920865184155664
BS-EQ-10-T2-replacement	1.6075928871448573	0.00035907155715142914
ADIRP0000252	2.165442803117893	0.00015112423686812316
860011350	1.955601781671753	0.00021736662504090231
KH20-09982	1.6313144231899288	0.0003200851716914738
KH20-11307	2.70198152333721	0.0003971824186434355
KH20-09697	1.8978162340337865	0.00042380363764788983
ADIRP0001865	1.3109985187314592	0.00012137618231980228
1025	13.60465059115601	0.00033920802300715285
989003BW	1.4458177013872444	0.00017798606523662924
BS-EQ-14-T3-replacement	1.456674395495197	0.0002898310698906923
860011243	1.6343825159468786	0.0003513541775593433
550043912	1.9066331524895062	0.0003699832429114197
BS-HS-155	1.7553043516658202	0.0003083625873019377
ADIRP0000341	1.9948815549450376	0.00021845864935015664
INCOV071-BL-3	2.469828095939452	0.0003515486416461507
KH20-09977	1.901696541318858	0.0002521442511110747
550044029	2.8209374472860085	0.0001740631272200994
INCOV022-AC-3	1.2017281419335941	0.0002468774190848798
BS-GIGI_48-replacement	1.3134163853479115	0.0003060916007457046
KH20-11685	3.0262734382005503	0.0002510772251247127
860011329	16.258149075707227	0.00033911848682992426
KH20-09722	3.04464860995108	0.00041761126357236605
ADIRP0002392	1.6849661454810176	0.00020390019520303047
KH20-11298	2.3446090757862974	0.00027389840999651825
BS-HS-218	12.980223919640055	0.0006382756095008894
BS-HS-106	1.470416207510384	0.0004619818597948631
860011210	1.4846891169734497	0.0002764291737561935
BS-GIGI_84-replacement	1.3960853161373095	0.0002574339323244174
INCOV014-BL-5	2.6672354223466335	0.0003017845974484932
BS-EQ-12-T2-replacement	1.7260770574062203	0.0004487278675479122
INCOV064-BL-3	1.1086261980830672	0.00036090403502544077
INCOV033-BL-3	7.55629146836096	0.0003622254003235411
ADIRP0001289	1.9848752324895407	0.00017203100160772427
860011451	2.642919463900536	0.000372022006252878
KH20-11305	1.3525995862388471	0.00028515971340250656
KH20-09980	2.320722671684735	0.0002453730587367217
860011352	1.9414086194055635	0.00032324690381677046
KH20-09660	2.05529389217662	0.00024391802031488655
BS-EQ-0001-T1-replacement	1.9591168786425885	0.0004220378398553013
ADIRP0001555	1.8101491729918882	0.00017532716870772284
BS-EQ-0009-T2-replacement	1.7701071820406786	0.0004219765381044814
KHBR20-00154	3.531135531135531	0.00024838482610820434
INCOV005-AC-5	1.8668351212721854	0.00033287437018656097
INCOV075-AC-3	1.2118824046965306	0.00032311403043036363
INCOV026-BL-3	1.1334934740808895	0.00020081870120711599
KHBR20-00107	1.5110235523286701	0.00046927572162210025
ADIRP0000439	1.861682452356392	0.00019067862836422744
INCOV060-AC-3	2.08171916844358	0.00015982473853062593
KH20-11672	1.3420005385835254	0.00031492175578229256
860011238	1.748304715073165	0.0002661894753539279
2402BW	2.766873050994397	0.00021253056946547106
860011126	1.3421380564237708	0.0003983575412146841
BS-HS-16	1.3620463454093255	0.0002953936301221014
