sample_name	mean_count	feature_frequency
HIP13814	10.510935633360901	0.000303257059588043
HIP03693	19.14252746757925	0.000206569704610951
HIP00832	21.53741198388997	0.00024775629860700687
HIP02811	31.563743629389997	0.00019102447665298095
HIP13771	16.49051427360839	0.00026534611514220644
HIP17737	11.474271136469527	0.00034753251911428856
HIP05942	30.724588716394358	0.0002085381662418667
HIP14243	10.154953489403866	0.00020970437303124861
HIP11058	26.660257830016658	0.00020388535089821812
HIP01820	17.758373921129277	0.00027199626414769725
HIP02126	8.804675344389207	0.00020463389215998225
HIP14077	23.059150336780046	0.0002581216684740275
HIP00898	8.1554410690791	0.00022370054939129417
Keck0046_MC1	1.287782877037506	0.00029197657857255895
HIP14238	16.40388526984525	0.00022251891410769915
HIP13233	11.593134044411178	0.00025300960578842317
HIP11784	66.44774994803575	0.0003386336866902238
HIP01571	42.00694522038284	0.0003099179628921756
HIP14244	6.209613780983989	0.00031844460239197227
Keck0042_MC1	1.2963879183562437	0.00031708789200309435
HIP14153	17.54124756396555	0.00023181618155529012
HIP14079	11.94640543405709	0.00019369953014776133
HIP01162	36.55811752091108	0.00024712145391184886
HIP14236	3.126675942830946	0.00032734672210917455
HIP13939	15.377235734258088	0.00023548432447631097
HIP14121	14.94618968278361	0.0002284896229314612
HIP17793	15.098070642993882	0.0002537442288202395
Keck0069_MC1	1.3432582143374714	0.0001255031734574858
HIP13319	8.204478010204495	0.0003695288305261541
Keck0099_MC1	1.2655063561129596	0.00020841712676880324
HIP13994	20.357740128651294	0.000303774801613737
HIP13945	79.89311344868266	0.0003797188360204483
Keck0061_MC1	1.4213583498769502	0.0002521549953072355
HIP02947	17.719808106624626	0.00018038364167007203
HIP09559	8.916379203203757	0.00020603466132707311
HIP13627	33.67469418960245	0.0002655453618756371
HIP11513	6.860670002848968	0.00019571168448303625
Keck0091_MC1	1.6649726685677755	0.00023811747128583434
HIP13414	16.850164059762353	0.00027024731080033554
HIP12143	25.80488849691319	0.0002717231531645038
HIP13703	10.429317467853211	0.0004222264871362337
HIP03630	15.257608489856157	0.00028691130993703485
HIP03197	15.335994828747792	0.00026721171179373257
HIP11845	6.294790592206773	0.0003486577953574808
Keck0095_MC1	1.3340535453637552	0.00014132160508053572
HIP14231	9.609345239273765	0.0002474904468687509
Keck0065_MC1	1.4980616306886412	0.00029501035372876065
HIP09253	15.17619475928698	0.00022580604581535482
HIP14037	22.427629670146732	0.00024780613094247186
HIP00951	6.776040267507458	0.0003237801688181317
Keck0004_MC1	1.2155001950916269	0.00029825872456368913
HIP13505	34.08341563290377	0.00038781163434903045
HIP01867	6.449005761346602	0.0002510430024020661
HIP09029	18.186989277848927	0.00020522657978920068
HIP00710	9.47127240519311	0.0003997389459944526
HIP05388	26.502294522453674	0.00023260559069577638
HIP13736	11.1222186469799	0.0003339141415674537
HIP13853	13.741850446712885	0.0001803682879342031
HIP01181	37.16393035083539	0.0003998301239887716
HIP09789	23.16640106813679	0.0001978529589111896
HIP13350	19.20602270293425	0.00023816663097022916
Keck0008_MC1	1.1417859180513024	0.00030215525773435954
HIP13854	11.266132325913825	0.0003743788714178749
HIP02734	46.81270957953634	0.0003527217556846184
HIP14114	11.311820984173528	0.00034961091688282393
HIP14030	6.258526791895509	0.0002879955692989339
HIP08977	14.43554097618913	0.00019286239466093547
HIP02271	31.8662245771869	0.0002465242482211034
HIP13274	14.615329210971387	0.00019607006236895317
HIP09020	51.48142092094289	0.0002622799701505641
Keck0104_MC1	1.4039810154981114	0.00016199602698950712
HIP04510	67.46662807172565	0.0002986029647008638
HIP00924	41.937785008493435	0.00026509079599014283
Keck0023_MC1	1.3222609909281229	0.00029774366131658526
HIP13902	11.616742741644023	0.00025745021662405577
HIP10817	2.062172600011335	0.00041129939843414755
HIP11553	27.70345793588068	0.00020580156972604133
HIP13206	4.634667520144589	0.000367121018148957
HIP13667	12.121014402146113	0.00027110590749434486
Keck0027_MC1	1.189751415605799	0.0003908812229763196
HIP01232	15.272780592710863	0.0002894583923926207
HIP08821	16.179985710883543	0.00039152179090259584
Keck0100_MC1	1.559170630741857	0.00028141907839790843
HIP10597	7.424377146642955	0.0002905777266360979
HIP02790	10.946698951274351	0.00036084338296567665
HIP03677	12.044205744851912	0.00018678483740244551
HIP13325	19.911833695472623	0.00019568228312939173
HIP03216	16.60189523298806	0.00032598571872089415
HIP14039	45.49878945211094	0.00026943571526164776
HIP14161	10.957072081598408	0.0002263925917964755
Keck0108_MC1	1.7319222615625383	0.00028635803633861285
HIP08792	24.501067504238375	0.0002151662209017663
HIP01298	33.80079122487404	0.0002282965797437285
HIP14045	9.318777767210575	0.00025134845047076885
HIP03495	8.276948753190654	0.00025789545227990153
HIP15855	24.98871155731791	0.0001927144680772338
HIP03099	22.47335612889856	0.00025862604911408143
HIP14170	16.43246911362593	0.0003622537572600443
HIP14028	10.718971311746667	0.00032799182226667356
HIP00773	15.449347410561202	0.00018731354099158593
HIP11937	21.34745211490481	0.0002287870403629527
HIP13671	15.457930250219682	0.0002552694046497203
HIP03484	15.932359066680787	0.0003205196088813583
HIP08439	20.50447649642398	0.00017716885520104275
Keck0019_MC1	1.11721162337239	0.0003004818377398076
HIP04611	19.340896977832173	0.0002230600682998085
HIP13217	29.37407428903076	0.0002803250145095763
HIP08399	11.84577374228247	0.00023481183082180588
HIP14053	11.561490137210248	0.0001866141610845213
Keck0011_MC1	1.2216203922097177	0.0003436889278253252
HIP05390	25.59521640230405	0.0001926157834876298
HIP05437	10.983216857761851	0.00012258936325642496
Keck0015_MC1	1.233113110037154	0.0002989077296980194
HIP10408	25.10662639985423	0.00021746468439242818
HIP01223	27.720695671137282	0.00021647520637303006
HIP08346	15.701197561178624	0.0001997669385716664
HIP05561	7.315004048283051	0.00023654673517878593
HIP01197	29.063614290900492	0.00022881161177297358
HIP13894	26.263663840147764	0.0004155822349089077
HIP13720	9.282810639142516	0.00024159246866670449
HIP13265	18.394549209256187	0.00018290123810068868
Keck0119_MC1	1.4031649652400582	0.00018537036903811243
HIP13961	17.34336610495726	0.0003069587807194661
HIP13513	1.4217605302557512	0.00020874516181592918
HIP10377	21.763296617928585	0.00017502242691599848
HIP10716	22.386304740316326	0.00020218818879250936
Keck0111_MC1	1.4919097339171439	0.00023139104075446277
HIP13966	10.78074653846918	0.0002610302151413417
Keck0036_MC1	1.37590467199947	0.00027243669366191353
Keck0032_MC1	1.1375305046582804	0.00034380940824333615
HIP14911	29.877371422187274	0.0002380553371233118
Keck0115_MC1	2.0590456671695465	0.00021949591845125705
HIP13893	18.178231795697375	0.00019688411846767592
HIP03275	13.723341859404824	0.00023453136229106616
HIP10846	11.411862008489946	0.00016142854295792894
Keck0053_MC1	1.1886410010404984	0.00029931219004634946
HIP13636	14.871939052453728	0.00015271289974847288
HIP09366	33.117534632797465	0.0003781820153441592
Keck0057_MC1	1.7789850625582084	0.00024402394033686854
HIP12533	27.35234622403521	0.00019926466641618807
HIP00734	39.98010818500629	0.0002564017733077483
HIP13877	8.599970687607028	0.00024028448448757309
HIP00851	23.181243503706487	0.00020705864284715234
HIP13928	18.443484420232824	0.00022789644057241015
HIP09624	1.6079477343562696	0.000357378326540398
HIP19717	27.262628605356664	0.00021306664440135694
HIP14130	7.869619125258309	0.00024153032399946915
HIP14227	23.696348104512946	0.00020799980219929657
HIP02875	14.911989462851174	0.0002492204660307513
HIP12534	41.04474265042909	0.00029123269704042705
HIP13402	14.059246601941748	0.0004147572815533981
HIP01264	22.03707455029761	0.00023512775822947155
HIP13954	21.975051930134292	0.00019105351041534847
HIP01391	40.065311335262074	0.0002523001537779863
HIP15685	49.53186427339044	0.00028392408511668737
HIP13769	20.104567034436645	0.0002790594004234927
HIP04597	34.13326376575078	0.00023224065152917914
HIP12129	7.321686769039296	0.0003477496934311913
HIP01218	10.65218778844832	0.0002803472181307567
HIP08521	13.948677401192345	0.00019504257801029632
HIP14014	7.8345951254029975	0.00023755627520425146
HIP13926	14.985971721898027	0.00018033825608032363
HIP13554	32.55929548002154	0.00026523208911092086
HIP10787	14.68343653250774	0.0003197189807096928
Keck0074_MC1	1.65547209043519	0.00023941310841679844
HIP03628	1.4503032198202723	0.00031936762135200666
Keck0084_MC1	2.6492024298244283	0.0002151091451683759
HIP14066	8.354637563548703	0.0003198319688760532
Keck0080_MC1	1.325526256224536	0.00015768824505809568
HIP08805	12.682093613114702	0.0001614425074394983
HIP14142	11.859163561721129	0.0002646094578424601
HIP13198	56.79740034386143	0.0003470453387671931
Keck0070_MC1	1.416125046445654	0.00012591932905935016
HIP03592	12.001962856305473	0.00019574786169660694
HIP13306	25.626948922820286	0.0002634896262807207
HIP03685	6.266766923574994	0.00036343129268751176
HIP14194	16.755055967207944	0.00016501129854432707
HIP15860	2.898470657972733	0.0003283935981031417
Keck0088_MC1	1.4849416936439133	0.00020850210922799352
HIP13760	18.157034656873996	0.0003614872618774386
HIP03125	19.56075199626153	0.00024033023154037585
Keck0078_MC1	1.3827859358764754	0.000236115197401988
HIP03812	14.8745080864836	0.00022145814503178997
HIP13695	7.644375782296253	0.00031948322494244923
HIP01022	8.045892242867422	0.00025248428732462327
HIP05405	33.13258679281009	0.00022555666654486387
HIP09775	14.60541999325312	0.0002781608243029704
HIP13324	26.93333499593183	0.00020761698718448296
HIP13794	9.183119734299064	0.00028427748484791625
HIP08827	22.152287274157057	0.0002926370205168202
HIP14160	18.6184169871829	0.0002951235363683824
HIP13978	15.740825213318102	0.00024762532678110073
Keck0010_MC1	1.1553707515541205	0.00029602296587474786
HIP09026	37.67911402761636	0.00025552054443917643
HIP14095	30.501554099462364	0.00020581317204301075
Keck0014_MC1	1.2238102863853524	0.0003015987402247311
HIP02112	14.95374369094152	0.00015426359530947592
HIP13661	7.180253219691346	0.00030439818252012
HIP05578	28.62100132646451	0.00020702443505293862
HIP03494	1.4626617730848064	0.00023012660663149405
HIP14092	2.856367166549561	0.0002565243240771153
HIP08200	24.89360347186188	0.0003030803339780178
HIP04511	9.065496658461576	0.0003112923329387374
HIP14043	16.597113256692975	0.00023697146550204657
HIP08389	16.869859266741813	0.00018370893583672805
HIP02663	13.883536830806387	0.00030918392943606016
HIP13903	28.431823261496895	0.0002617501999135777
HIP00640	29.773937756281335	0.00024306883660098463
HIP04498	30.484011084369698	0.00021190706772396468
HIP13793	19.245825526620287	0.000281767875557363
HIP03107	25.17692286455745	0.0003105847275136657
Keck0018_MC1	1.08889028686462	0.00034757171615500755
Keck0110_MC1	1.4739264765520153	0.00027593242164146344
HIP13427	12.882550155810426	0.00015165425047518948
HIP14202	32.741156550877854	0.00027963941853879556
Keck0037_MC1	1.1435260680195682	0.00026200067910576026
HIP13209	15.54030864692824	0.0002861804273984327
HIP05455	9.399746696100422	0.0003059769067332674
HIP09344	14.161437938707994	0.00022187151262224395
Keck0033_MC1	1.1816299615695507	0.0003013457747777132
Keck0114_MC1	1.1954255361319222	0.00015598366829190947
HIP03678	260.2934778210306	0.00030267960473604556
HIP14036	6.709191733302933	0.00025487354038076316
HIP13976	20.64731435011073	0.0002961487557821079
HIP03720	37.8682773746471	0.0003015702652885042
Keck0118_MC1	2.140820110008529	0.0001769635807418681
HIP01180	28.26182205731428	0.0002556950255695026
HIP13852	22.439469872384517	0.00030608684619532465
HIP14205	11.956904318437502	0.00026934800976561587
HIP17577	20.62412922391385	0.00023022651318232456
HIP05311	2.747943572422015	0.00033061792171666996
HIP05467	36.702805399359555	0.0003600594481131353
HIP05815	1.800444814476266	0.00027538906711225744
HIP13992	49.50027273829246	0.0003565800638409633
HIP10424	15.166580983471711	0.00041127933578387273
HIP01091	30.045953437282783	0.00025100617003200867
HIP13296	2.1758021636509586	0.0003534896051962972
HIP02997	58.63986691100973	0.0003093279265931038
HIP12980	30.668673897392555	0.00023906783109525152
HIP13363	35.86145134107787	0.0002521825063250653
HIP14230	5.631888003497407	0.00029956481131888
HIP04475	19.700628663194497	0.00019673048506451302
HIP14127	16.334287863171674	0.00027243098693556923
HIP10507	36.27054284076377	0.00023900868721612206
Keck0052_MC1	1.307665553700612	0.0004150435911704693
HIP13860	9.028077229052833	0.00029582557247726524
HIP04958	1.7666376143933262	0.0005820830479985058
HIP09284	21.646833175611736	0.0002543260781397864
HIP14237	10.051582145275527	0.0003312530883402573
HIP08702	33.24142194619663	0.0002448556000583762
HIP13938	2.3251353842169804	0.0003625478890725324
HIP17454	27.727609657933122	0.0002153526535428226
HIP05595	20.706296711705573	0.000372121301061856
HIP14004	8.145263241483363	0.0002676089891209402
HIP05460	20.862844487276906	0.00033823229608762533
HIP07754	1.5252705039045806	0.00017823147752437935
HIP13318	12.740276236445562	0.00031688304742549236
Keck0056_MC1	1.3814569005273394	0.00026427124897238986
HIP13291	15.993511664604778	0.00019982192340355507
HIP13944	1.8783520038499586	0.0005106542255968773
HIP13157	29.081753971613825	0.00024464695528174504
Keck0089_MC1	1.521562179134239	0.00023883573161113673
HIP14361	7.1333448266716175	0.0003123093653024958
HIP02078	35.90921837301406	0.0002767788045704921
HIP10746	7.223873529068334	0.0003658678983354308
HIP10480	25.29259481289834	0.00023190509244651984
HIP10823	11.091801164148155	0.00024940200664527767
Keck0079_MC1	1.674186178163143	0.00024436036637764263
HIP03695	1.8267170364380654	0.00032786678121999295
HIP13812	2.7325949166105654	0.0004191700433142378
HIP01206	47.264676871047854	0.0003637292374896518
HIP13777	19.78325874173656	0.0002647716984677406
HIP14183	23.218583295735026	0.0004631226943390217
HIP14152	54.777124608967675	0.00039233576642335767
Keck0075_MC1	1.2914502310142197	0.00024222850222042794
HIP13311	32.05999027437485	0.0002768062543250977
HIP14184	10.570458753342933	0.00029464267939027544
Keck0085_MC1	1.6492231406267945	0.0002546625424272548
HIP01359	6.608227349674763	0.0003236868051120192
HIP13869	11.436465530176998	0.0003418602678775305
Keck0081_MC1	1.7007467057967327	0.00021685235697507232
HIP14071	16.465371966763314	0.0003745937846620872
HIP08653	17.757371864133745	0.0002246102063401633
HIP04634	23.721464328260673	0.00021074420218936336
HIP13654	1.5171223768493032	0.00021757450885518637
HIP01795	52.808340958907024	0.0002707965355067992
Keck0071_MC1	1.7223563332255811	0.00019395405582957068
HIP13592	12.675648321990144	0.0002302863177657827
HIP14129	7.789140222618899	0.00020465475879162735
HIP13122	7.971884217211565	0.0002594943367114353
HIP00169	11.754735872127023	0.0002808739877017951
Keck0047_MC1	1.1998017585931255	0.0003011990407673861
HIP09681	8.266314998992618	0.0003873839221935271
HIP15861	50.28253393322522	0.0002782808427934096
HIP03233	19.47469887440953	0.00022614102578153827
HIP00822	43.157243115227715	0.00027960669072152165
HIP13920	19.506115148220236	0.0002581352014243087
HIP10447	27.353585453001735	0.00023561042912229808
HIP14138	67.77172546647274	0.00025227497972790344
HIP08223	15.455902643502007	0.00026115145352029293
Keck0043_MC1	1.3887344114720406	0.00031246803247435626
HIP14060	11.929027395760196	0.00031370174500621606
HIP04532	13.161017021799447	0.00019973540059949196
HIP03814	16.43290418061171	0.00018136619527577333
HIP17845	16.781572749773087	0.00026509714230878417
HIP14143	11.813753830502586	0.00037963847499472727
HIP14192	7.36652065023803	0.00020630312765350885
HIP13766	25.868245659665778	0.00040152155536770924
HIP13803	15.929894393277184	0.000213464388212564
HIP10564	8.481805749734516	0.0002368346664833108
HIP00825	15.697892503094671	0.00018099924063536975
HIP13929	14.791660287953345	0.00024166211044286494
HIP17445	16.41604111888899	0.0002210390398089122
HIP17837	10.910701611219707	0.00025847835575882943
HIP19716	39.48478326939979	0.00028420992106192655
HIP10759	1.8589217406233067	0.0002934659563395621
Keck0060_MC1	1.4457744689829188	0.0002777263469727828
HIP14226	17.090358639962737	0.0002756685911114481
HIP13871	50.964127306842265	0.0002680463467305932
Keck0090_MC1	1.536144336737112	0.00024097439692602707
HIP11613	12.288142624680365	0.0002310319546519321
Keck0094_MC1	1.427642748594051	0.00015893757683112158
HIP13251	1.7451704188152433	0.00033454911331907934
HIP13309	15.748116555555827	0.00017147686889083208
Keck0064_MC1	1.3795588342020892	0.00026340168116016275
HIP14015	42.98365019483259	0.0002941103472239458
HIP01219	15.575778466205065	0.0002761847723522239
HIP13256	13.658435923167163	0.00021483795282045484
HIP13983	13.39206831431152	0.00027004588955488045
HIP13478	24.690790005157748	0.0002454590083456063
Keck0068_MC1	1.4955202613720593	0.00024287739549075626
HIP14136	23.05830944350759	0.00026011804384485667
HIP04464	8.46444514587185	0.00025533210082517925
HIP05552	8.194706905467024	0.00022395927768935808
HIP14221	16.02068758054091	0.0002658612236933571
HIP02873	11.080346858854115	0.00025792279593247114
Keck0098_MC1	1.2717348835557238	0.0002233772589321304
HIP10376	60.993205417261	0.00036426939063482567
HIP13263	21.025599535071876	0.00027177783728655184
HIP02962	36.047716582906276	0.00024281567069569995
HIP03381	28.267534796678234	0.0002578769431278301
HIP13515	17.30499919884634	0.00027973615339422104
HIP13967	17.400185534872552	0.00026747159291577
Keck0009_MC1	1.2434364422838176	0.00032082696253316084
HIP00819	32.61059409002727	0.0002845334158067872
HIP14214	7.44097697355075	0.00023273569560679103
HIP17760	26.81409517089784	0.00023745233992320113
HIP04480	10.926171703702378	0.0002613232622450532
HIP14103	9.405859160514916	0.0002581447135623208
HIP04509	39.8167258884678	0.00028325102347661067
HIP03502	13.716689687746287	0.00019799043824263578
HIP13396	21.838144175977305	0.00017966008908353446
HIP01140	28.88680750697261	0.00024286029234220206
HIP05398	8.39697715511801	0.00024493563044301404
HIP14213	14.36687969101515	0.00025642557088534514
HIP03505	22.194967493716387	0.0003468273024699159
Keck0005_MC1	1.0946707295047104	0.0002645117311535392
HIP00707	17.32614723552374	0.000277283409209349
Keck0001_MC1	1.2323928992987248	0.0003047345723301008
HIP01870	23.51457279045839	0.0002939756000251979
HIP00997	1.5010754649341829	0.0001999987421462758
HIP14178	1.5657572443958447	0.0002859486057955167
HIP14020	6.271041989493178	0.0002938508636002872
HIP17585	22.746932074470436	0.00020231725113872552
HIP05444	13.397227211939448	0.00019466491520997697
HIP01470	14.881673970489274	0.00022567991202586702
HIP00934	9.365195063971314	0.0002377176178423738
Keck0109_MC1	1.5278986843723104	0.00026755194885036274
HIP00999	24.89222853646002	0.0002031910500877821
HIP05960	32.0473647045437	0.00021418364239363607
HIP14176	15.715025421018385	0.0002806789231634555
HIP13782	20.65949527959332	0.00033360566448801745
HIP12900	24.960365264446306	0.00023755073117309798
HIP00775	22.83956249468703	0.00021995692952877504
HIP05838	9.969793612179236	0.00020968374794004551
HIP13753	1.7001993355481728	0.0005182724252491694
